Energy,Mean Intensity,ROI,Normalized Mean Intensity,pre_edge_line,post_edge_line,mu
287.7,0.3691452,c,0.8986765769508572,0.1799043754681957,0.3906673731615728,0.3691452145576477
287.8,0.39284047,c,1.0111994455027742,0.17974312436669626,0.3904615950634387,0.3928404748439789
287.9,0.40500954,c,1.0694585305729913,0.1795818732651968,0.39025581696530454,0.40500953793525696
288.0,0.41809765,c,1.132044351057123,0.17942062216369736,0.3900500388671704,0.4180976450443268
288.1,0.43144524,c,1.1958518099500028,0.17925937106219786,0.38984426076903617,0.43144524097442627
288.2,0.4239714,c,1.161634817721956,0.17909811996069847,0.3896384826709022,0.42397141456604004
288.3,0.4332357,c,1.2062186240022563,0.17893686885919896,0.3894327045727679,0.43323570489883423
288.4,0.43818098,c,1.230469102905443,0.17877561775769957,0.3892269264746339,0.43818098306655884
288.5,0.4377738,c,1.2295208868996323,0.17861436665620006,0.3890211483764997,0.43777379393577576
288.6,0.4287,c,1.1877714633390926,0.17845311555470061,0.38881537027836555,0.4287000000476837
288.7,0.41240475,c,1.1120243774263714,0.17829186445320122,0.3886095921802315,0.41240474581718445
288.8,0.40631667,c,1.0843313019009724,0.17813061335170172,0.3884038140820973,0.4063166677951813
288.9,0.3944405,c,1.0293886886251051,0.17796936225020232,0.3881980359839633,0.39444050192832947
289.0,0.38618335,c,0.9914839114038907,0.17780811114870282,0.38799225788582903,0.38618335127830505
289.1,0.3917333,c,1.0185810449154487,0.17764686004720331,0.38778647978769487,0.3917332887649536
289.2,0.38730475,c,0.9987008710543543,0.17748560894570392,0.3875807016895608,0.38730475306510925
289.3,0.3893405,c,1.0092536223166544,0.17732435784420442,0.38737492359142667,0.38934049010276794
289.4,0.38542858,c,0.9918056411528892,0.17716310674270502,0.3871691454932925,0.3854285776615143
289.5,0.38884524,c,1.0088595796562283,0.17700185564120557,0.3869633673951584,0.3888452351093292
289.6,0.38342854,c,0.9843273023474667,0.17684060453970607,0.38675758929702425,0.38342854380607605
289.7,0.3829666,c,0.9831213454714507,0.17667935343820668,0.38655181119889015,0.3829666078090668
289.8,0.3861762,c,0.9992004426213987,0.17651810233670717,0.386346033100756,0.386176198720932
289.9,0.38093334,c,0.9754865662358279,0.17635685123520778,0.38614025500262195,0.38093334436416626
290.0,0.38596663,c,1.0001513667447386,0.17619560013370827,0.3859344769044878,0.38596662878990173
290.1,0.38778335,c,1.009673014220903,0.17603434903220877,0.38572869880635363,0.38778334856033325
290.2,0.38346902,c,0.9903304903405509,0.17587309793070938,0.38552292070821953,0.38346901535987854
290.3,0.38688093,c,1.0073621202982381,0.17571184682920993,0.3853171426100854,0.38688093423843384
290.4,0.39319044,c,1.0380352154640682,0.17555059572771053,0.38511136451195127,0.3931904435157776
290.5,0.3900833,c,1.0243760391228387,0.17538934462621103,0.3849055864138171,0.39008331298828125
290.6,0.38702145,c,1.0109299865605097,0.17522809352471153,0.384699808315683,0.3870214521884918
290.7,0.39385238,c,1.044057863579957,0.17506684242321213,0.3844940302175489,0.3938523828983307
290.8,0.38888097,c,1.0216218880358787,0.17490559132171263,0.38428825211941475,0.38888096809387207
290.9,0.39188334,c,1.0367254423058423,0.17474434022021323,0.38408247402128065,0.39188334345817566
291.0,0.3884048,c,1.0213176407793343,0.17458308911871373,0.3838766959231465,0.3884047865867615
291.5,0.39410713,c,1.0530073979370167,0.17377683361121649,0.3828478054324759,0.3941071331501007
292.0,0.38675472,c,1.0232371118237866,0.17297057810371924,0.38181891494180525,0.38675472140312195
292.5,0.38530713,c,1.021265939393845,0.17216432259622194,0.3807900244511345,0.3853071331977844
293.0,0.37400952,c,0.9729221755142674,0.1713580670887247,0.37976113396046385,0.37400951981544495
